Name,Category,Latitude,Longitude,Price,Rating,Zipcode,Total,Median income (dollars),Mean income (dollars)
Daigo Handroll Bar,Sushi Bars,40.690884,-73.982863,$$,4.5,11201,"29,262","139,697","198,854"
Hot Space,Szechuan,40.64068,-74.00476,$$,4.5,11220,"27,849","55,119","75,144"
Sisters,Music Venues,40.6828717,-73.9651809,$$,3.5,11238,"25,443","100,568","136,836"
Loring Place,Desserts,40.73293764919451,-73.99758608256435,$$$,4.5,10011,"28,775","136,208","210,553"
Tsukimi,Japanese,40.72908,-73.98541,$$$$,5.0,10003,"25,158","129,981","211,756"
Maite,Mediterranean,40.69924,-73.926797,$$,4.0,11221,"33,067","65,548","88,596"
Sathi,Indian,40.73621,-73.98528,$$,4.5,10003,"25,158","129,981","211,756"
Jus' Bad Food,Restaurants,40.7581621389416,-73.9546883533254,,4.5,0,,,
Ilili,Mediterranean,40.74435,-73.98778,$$$,4.0,10001,,,
Sweetbee,Cafes,40.682315,-73.960257,,5.0,0,,,
Hollow Nickel,Pubs,40.68562,-73.9819,$$,4.0,11217,"18,627","122,598","182,618"
Buttermilk Channel,American (New),40.675919,-73.999059,$$,4.0,11231,"15,871","108,525","169,055"
Yin Ji Chang Fen Rice Roll,Breakfast & Brunch,40.71583,-73.999336,$$,4.0,10013,"12,294","130,675","294,915"
Tomiño Taberna Gallega,Wine Bars,40.7192978908919,-73.9969160361937,$$$,4.5,10013,"12,294","130,675","294,915"
Saigon Grill & Bar,Vietnamese,40.61883,-73.93099,$$,4.0,11234,"32,227","84,116","109,876"
Casa Enrique,Mexican,40.743404338358,-73.954350367693,$$,4.0,11101,"14,951","89,525","123,847"
Il Mattone,Italian,40.720799,-74.0091255,$,4.5,10013,"12,294","130,675","294,915"
Buena Vista Restaurant & Bar,Latin American,40.75686,-73.99356,$$$,4.5,10018,"4,321","136,360","187,702"
The Fly,Wine Bars,40.68191,-73.95848,,4.0,0,,,
Popular,Peruvian,40.7230242082441,-73.99179367886067,$$$,4.0,10002,"33,790","35,607","70,204"
La Vara,Spanish,40.68781,-73.99576,$$$,4.0,11201,"29,262","139,697","198,854"
Junior's Restaurant,Bakeries,40.75756463099685,-73.98608001118411,$$,4.0,10036,"17,437","97,720","139,050"
Employees Only,American (New),40.73343,-74.00617,$$$,4.0,10014,"17,139","136,154","217,624"
Aska,Scandinavian,40.71226,-73.96641,$$$$,4.5,11249,,,
Casa Bocado,Mexican,40.71958,-73.99484,,4.5,0,,,
Kuxé,Mexican,40.72876,-73.9995,,4.5,0,,,
Ojalá Authentic Mexican,Mexican,40.683382,-73.967279,,4.5,0,,,
Maman,Cafes,40.68872,-73.99301,$$,4.0,11201,"29,262","139,697","198,854"
So Do Fun,Szechuan,40.73415,-73.98633,,4.5,0,,,
Little Rascal,Middle Eastern,40.7208633,-73.9950497,$$,4.0,10012,"12,574","110,490","180,973"
Tabaré Bushwick,Latin American,40.703778,-73.930693,$$,4.5,11237,"17,383","57,375","76,385"
Taiyaki NYC,Desserts,40.71789,-73.9988,$,4.5,10013,"12,294","130,675","294,915"
Lore,Indian,40.66316670737584,-73.9845233117843,,4.5,0,,,
Lena,Wine Bars,40.732552,-73.996704,,4.5,0,,,
Shiraz Kitchen & Wine Bar,Persian/Iranian,40.73975906936846,-73.9959804,,4.5,0,,,
White Maize,Venezuelan,40.6824378967285,-73.9931335449219,$$,4.5,11231,"15,871","108,525","169,055"
After Life,Cocktail Bars,40.70303,-73.93338,,5.0,0,,,
Velvet Brooklyn,Cocktail Bars,40.7100847891067,-73.9625787734985,$$,4.5,11211,"40,821","90,871","128,607"
A-un Brooklyn,Japanese,40.70416,-73.92799,,5.0,0,,,
Peachy Keen,Desserts,40.75919366932837,-73.98975277259541,$$,4.5,10036,"17,437","97,720","139,050"
Clinton Hall - FiDi,Bars,40.70803,-74.014869,$$,3.5,10006,"1,811","185,268","226,459"
Rebel Restaurant and Bar,Haitian,40.720444,-73.984529,,4.5,0,,,
Someday Bar,Bars,40.68736,-73.98633,$$,4.0,11217,"18,627","122,598","182,618"
Daddies Pizza,Pizza,40.7312323032565,-74.00651060000001,,4.5,0,,,
Rowdy Rooster,Indian,40.728473350506725,-73.98500709999999,$$,4.5,10003,"25,158","129,981","211,756"
Naked Tomato,Mediterranean,40.75352,-74.00012,$$$,4.0,10001,,,
